,Image source,Agent name,Agent role,Agent 2 name,Agent 2 role,Agent 1 culturalContext,Agent 2 culturalContext,Date earliestDate,Date latestDate,Average Date,Date Given,Period,Description,Description source,Location,Location name,Material,Rights,Source,Style Period,"Subject personalName, conceptTopic (book), descriptiveTopic, iconographicTopic (scene)",Scene,Scene Two,Book ,Technique,Work Type,TEXTREF name,TITLE,TITLE  xml:lang,TITLE2,TITLE  xml:lang 2,Direct Link
i_1147.jpg,Metropolitan Museum of Art,"Bramer, Leonard",artist,,,Dutch,,1611,1674,1643,1611-1674,17th century,,,Metropolitan Museum of Art,United States,"Brush and grey ink, heightened with white body color.",Public Domain,Metropolitan Museum of Art,,"Aeneas, Anchises, Ascanius","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises",,Book II,drawing,drawing,,Aeneas and Anchises,,,,
i_1148.jpg,Metropolitan Museum of Art,"Brueghel, Jan, the younger",artist,,,Flemish,,1630,1639,1635,1630-1639,17th century,"This infernal image of the 1630s was inspired by the ""hell landscapes"" of Jan Brueghel the Elder which in turn looked back to Bosch. The subject is from Virgil, Aeneid, Book VI.",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,oil on copper,Public Domain,Metropolitan Museum of Art,,"Aeneas, Cumaean sibyl, Golden Bough",96B546 Aeneas and the Sibyl pass by Tartarus,96B54 Aeneas' visit to the underworld,Book VIII,painting,painting,,Aeneas and the Sibyl in the Underworld,,,,
i_1149.jpg,Metropolitan Museum of Art,"Caraglio, Giovanni Jacopo",engraver,Raphael,after artist,Italian,,,,1525,1525,16th century,,,Metropolitan Museum of Art,United States,,Public Domain,Metropolitan Museum of Art,,"Aeneas, Ascanius, Anchises, lantern","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises",,Book II,engraving,print,,"Aeneas rescuing Anchises, a young boy carrying a lantern at left;",,,,
i_1150.jpg,Metropolitan Museum of Art,"Carracci, Agostino",engraver,"Barocci, Federico",after artist,Italian,,,,1595,1595,16th century,,,Metropolitan Museum of Art,United States,,Public Domain,Metropolitan Museum of Art,,"Aeneas, Anchises, Ascanius, Creusa, Penates","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates; his wife Creusa, who sets out with them, is lost on the way",,Book II,engraving,print,,Aeneas and his family fleeing Troy,,,,
i_1151.jpg,Metropolitan Museum of Art,"Cesati, Alessandro",medalist,,,Italian,,,,1550,1550,16th century,,,Metropolitan Museum of Art,United States,bronze (copper alloy with light brown patina),Public Domain,Metropolitan Museum of Art,,Dido,96D(DIDO)8 (story of) Dido - attributes,96B9 scenes from the Aeneid that cannot be located in the chronological sequence of the story,,,decorative arts,,"Portrait medal of Dido, Queen of Carthage (obverse); A View of Carthage (reverse)",,,,
i_1152.jpg,Metropolitan Museum of Art,"Cornu, Jean",artist,,,French,,,,1704,1704,18th century,,,Metropolitan Museum of Art,United States,"terracotta, painted wood",Public Domain,Metropolitan Museum of Art,,"Venus, Aeneas, Cupid",96B661 Venus hands over the armour to Aeneas,,Book VIII,sculpting,sculpture,,Venus Giving Arms to Aeneas,,,,
i_1153.jpg,Metropolitan Museum of Art,"Courtois, Pierre-François",artist,"Boucher, Francois",after artist,French,,1750,1799,1775,1750-1799,18th century,,,Metropolitan Museum of Art,United States,,Public Domain,Metropolitan Museum of Art,,"Venus, Aeneas, Cupid",96B661 Venus hands over the armour to Aeneas,,Book VIII,engraving,print,,Venus and Aeneas,,,,
i_1154.jpg,Metropolitan Museum of Art,"Diamantini, Giuseppe",artist,,,Italian,,1650,1700,1675,1650-1700,17th century,,,Metropolitan Museum of Art,United States,,Public Domain,Metropolitan Museum of Art,,Dido,"96B3 the tragedy of Dido (Virgil, Aeneid IV)",96B332 death of Dido; she climbs the funeral pyre and falls upon the sword of Aeneas,Book IV,etching,print,,Dido on the Funeral Pyre,,,,
i_1155.jpg,Metropolitan Museum of Art,"Galle, Cornelis, I",artist,,,Flemish,,,,1636,1636,17th century,Published in Antwerp,Metropolitan Museum of Art,Metropolitan Museum of Art,United States,,Public Domain,Metropolitan Museum of Art,,"Pallas, Aeneas, Evander","96B6522 Pallas brings Aeneas to his father Evander, who is sacrificing to Hercules in a grove outside the Arcadian city",,Book VIII,engraving,print,,"Plate 17: Aeneas welcomed by King Euandrus in Italy; from Guillielmus Becanus's 'Serenissimi Principis Ferdinandi, Hispaniarum Infantis...'",,,,
i_1156.jpg,Metropolitan Museum of Art,"Ghisi, Giorgio",engraver,"Scultori, Giovanni Battista",after artist,Italian,,1543,1547,1545,1543-1547,16th century,Engraving; first state of five (BLL),Metropolitan Museum of Art,Metropolitan Museum of Art,United States,,Public Domain,Metropolitan Museum of Art,,"Aeneas, Anchises, Ascanius, Creusa, Penates, Troy burning","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father Anchises with the Penates; his wife Creusa, who sets out with them, is lost on the way",,Book II,engraving,print,,The Fall of Troy and Escape of Aeneas,,,,
i_1157.jpg,Metropolitan Museum of Art,"Hollar, Wenceslaus",etcher,"Cleyn, Francis",after artist,Czech,German,,,1654,1654,17th century,"Etching and engraving; fifth state of five,the plate reduced, as published in 1697 or 1698",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,,Public Domain,Metropolitan Museum of Art,,"Aeneas, Mercury","96B325 Mercury summons Aeneas, engaged in building activities, to leave Carthage",,Book IV,etching,print,,Aeneas and Mercury,,,,
i_1158.jpg,Metropolitan Museum of Art,"Houbraken, Arnold",artist,,,Dutch,,1660,1719,1690,1660-1719,17th century,,Metropolitan Museum of Art,Metropolitan Museum of Art,United States,"Pen and brown ink, brush and gray wash, indented for transfer",Public Domain,Metropolitan Museum of Art,,"Aeneas, Cumaean sibyl, Golden Bough",96B54 Aeneas' visit to the underworld,96B546 Aeneas and the Sibyl pass by Tartarus,Book VI,drawing,drawing,,Aeneas and the Sibyl in the Underworld,,,,
i_1159.jpg,Metropolitan Museum of Art,"Ingres, Jean-Auguste-Dominique",artist,,,French,,1809,1819,1814,1809-1819,19th century,"This recently discovered drawing depicts the dramatic story of Virgil reading the Aeneid to the Roman Emperor Augustus (r. 31 b.c.-a.d. 14), his wife Livia, and his sister Octavia. As the poet recites the words ""Tu Marcellus eris"" (""Marcellus you shall be""), he is abruptly halted by Augustus: Octavia has just fainted into the emperor's lap upon hearing the name of her dead son. Livia, who is believed to have commanded the murder of Marcellus, appears impassive, while Augustus' advisors, Marcus Agrippa and Gaius Maecenas, whisper suspiciously in the background. A nude statue of Marcellus presides over the nocturnal scene: illuminated by a flickering candle, it projects a ghostly shadow onto the wall at upper right. Marcellus was Augustus' nephew and adoptive son; when he died, Livia's son Tiberius became heir to the throne. 
The drawing is a wonderful example of Ingres' romantic-classicist interpretation of scenes from antiquity, as it fuses archaeological exactitude with carefully calibrated emotional drama. Ingres used white chalk highlights throughout to illuminate and animate the figures and to direct the viewer's gaze within the scene. The beautiful blue paper further enhances the nocturnal lighting effects and lugubrious mood. A related canvas is in the Musée des Augustins, Toulouse; it was commissioned in 1811 by General Miollis, Napoléon I's French governor in Rome. Ingres would return to this subject throughout his career, reworking the composition in over one hundred drawings and three paintings.",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,"Pen and black ink, graphite, gray watercolor washes, white gouache heightening, Conté crayon on blue paper",Fair Use,Metropolitan Museum of Art,,"Virgil, Augustus, Octavia, Livia","98B(AUGUSTUS)53 Virgil reads the Aeneid to Augustus; Octavia, Marcellus' mother, may be seen swooning when the poet mentions 'Tu Marcellus eris'",82A(VIRGIL) Virgil,,drawing,drawing,,"Virgil Reading the Aeneid to Augustus, Livia, and Octavia",,,,https://www.metmuseum.org/art/collection/search/389561
i_1160.jpg,Metropolitan Museum of Art,"Le Pautre, Jean",artist,,,French,,1618,1682,1650,1618-1682,17th century,,,Metropolitan Museum of Art,United States,Pen and blank ink,Public Domain,Metropolitan Museum of Art,,"Dido, Aeneas, Carthage, Trojans",96B331 Aeneas has his fleet put into readiness; complaints of Dido,,Book IV,drawing,drawing,,Aeneas's Farewell to Dido,,,,
i_1161.jpg,Metropolitan Museum of Art,"Le Pautre, Jean",artist,,,French,,1618,1682,1650,1618-1682,17th century,,,Metropolitan Museum of Art,United States,,Public Domain,Metropolitan Museum of Art,,"Dido, Aeneas, Carthage, Trojans",96B331 Aeneas has his fleet put into readiness; complaints of Dido,,Book IV,etching,print,,Aeneas's Farewell to Dido,,,,
i_1162.jpg,Metropolitan Museum of Art,"Manara, Baldassare",artist,,,Italian,,1530,1540,1535,1530-1540,16th century,"tin-glazed earthenware; These two pieces of a maiolica set, produced on the occasion of childbirth, are highly unusual for their complex classical imagery and their elaborate inscriptions. New mothers in Renaissance Italy were often presented with maiolica birth sets. Although no complete set survives, these gifts consisted of five interlocking pieces: a footed broth bowl and its cover (which doubled as a plate), a drinking cup, a salt cellar, and a lid. When assembled, these objects formed a single unit and any imagery on the interior—in this case, a series of scenes from ancient mythology—was hidden from view. The subjects may have been chosen for their symbolic meanings: Aeneas carrying his father out of burning Troy for its theme of filial piety; Pyramis and Thisbe for the power of love; and Hercules and the Nemean Lion perhaps to foretell the strength and virtues of the child just born. The first of the inscriptions—""God with his hands created you so fair that now to mortal eyes you appear more precious than any oriental gem""—must have referred to the mother. The other inscriptions do not entirely correspond to the scenes with which they have been paired, perhaps due to an error on the part of the painter.",,Metropolitan Museum of Art,United States,maiolica,Public Domain,Metropolitan Museum of Art,,"Aeneas, Anchises, Ascanius, Creusa, Troy burning","96B113 'Pius Aeneas': Aeneas, leading Ascanius, escapes from burning Troy, carrying his father, Anchises; his wife Creusa, who sets out with them, is lost on the way",,Book II,,ceramic,,Broth bowl and cover (scodella and tagliere) from an accouchement set; Aeneas leaving Troy with his father and son (inside bowl); Pyramis and Thisbe (on cover),,,,
i_1163.jpg,Metropolitan Museum of Art,Master of the Aeneid,artist,,,French,,1530,1535,1533,1530-1535,16th century,"European of the Renaissance period viewed ancient Rome not only as the origin of Italian civilization but also the geographic center of a lost golden age. This plaque belongs to a series of at least eighty Limoges enamels illustrating events from Virgil’s Aeneid. The Latin epic poem tells the story of the legendary hero Aeneas, who escaped the sack and burning of Troy by the Greeks and, after wandering for some time, settled in Italy, where his descendants founded Rome.
The scenes are not, however, the product of the enameler's imagination; rather, they are close copies of the woodcut illustrations for the edition of the Latin poet’s Opera printed by Johann Grüninger in Strasbourg in 1502. The same woodcuts were used again for the edition published in Lyon in 1517. The anonymous painter of the enamels may have used either the Strasbourg of the Lyon edition as his model, but the enamels are somewhat later than either edition. Because of changes made at an early point in the series in the technique employed for counter enameling the plaques (enameling the reverse side), it seems likely that most of them were painted after about 1530 or 1533.",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,"painted enamel on copper, partly gilt",Public Domain,Metropolitan Museum of Art,,"Aeneas, death, Caieta, nurse, Circe","96B6 the Trojans reach the mouth of the Tiber and land in Latium (Virgil, Aeneid VII-VIII)",,Book VII,enameling,enamel,,"Aeneas Erects a Tomb to his Nurse, Caieta, and Flees the Country of Circe (Aeneid, Book VII)",,,,
i_1164.jpg,Metropolitan Museum of Art,Master of the Aeneid,artist,,,French,,1530,1535,1533,1530-1535,16th century,"European of the Renaissance period viewed ancient Rome not only as the origin of Italian civilization but also the geographic center of a lost golden age. This plaque belongs to a series of at least eighty Limoges enamels illustrating events from Virgil’s Aeneid. The Latin epic poem tells the story of the legendary hero Aeneas, who escaped the sack and burning of Troy by the Greeks and, after wandering for some time, settled in Italy, where his descendants founded Rome.
The scenes are not, however, the product of the enameler's imagination; rather, they are close copies of the woodcut illustrations for the edition of the Latin poet’s Opera printed by Johann Grüninger in Strasbourg in 1502. The same woodcuts were used again for the edition published in Lyon in 1517. The anonymous painter of the enamels may have used either the Strasbourg of the Lyon edition as his model, but the enamels are somewhat later than either edition. Because of changes made at an early point in the series in the technique employed for counter enameling the plaques (enameling the reverse side), it seems likely that most of them were painted after about 1530 or 1533.",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,"painted enamel on copper, partly gilt",Public Domain,Metropolitan Museum of Art,,"Trojans, Androgeos, Aeneas, battle",94H2 the fall of Troy,,Book II,enameling,enamel,,"The Trojans Defend Their City; They Kill Androgeos (Aeneid, Book II)",,,,
i_1165.jpg,Metropolitan Museum of Art,Master of the Aeneid,artist,,,French,,1530,1535,1533,1530-1535,16th century,"European of the Renaissance period viewed ancient Rome not only as the origin of Italian civilization but also the geographic center of a lost golden age. This plaque belongs to a series of at least eighty Limoges enamels illustrating events from Virgil’s Aeneid. The Latin epic poem tells the story of the legendary hero Aeneas, who escaped the sack and burning of Troy by the Greeks and, after wandering for some time, settled in Italy, where his descendants founded Rome.
The scenes are not, however, the product of the enameler's imagination; rather, they are close copies of the woodcut illustrations for the edition of the Latin poet’s Opera printed by Johann Grüninger in Strasbourg in 1502. The same woodcuts were used again for the edition published in Lyon in 1517. The anonymous painter of the enamels may have used either the Strasbourg of the Lyon edition as his model, but the enamels are somewhat later than either edition. Because of changes made at an early point in the series in the technique employed for counter enameling the plaques (enameling the reverse side), it seems likely that most of them were painted after about 1530 or 1533.",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,"painted enamel on copper, partly gilt",Public Domain,Metropolitan Museum of Art,,"Aeneas, Anchises, Ida (Mount), Trojans",96B14 stay of Aeneas on Crete: a pestilence ravages the Trojans,,Book III,enameling,enamel,,"Aeneas Builds a Fleet Near Antandrus, at the Foot of Mount Ida (Aeneid, Book III)",,,,
i_1166.jpg,Metropolitan Museum of Art,Master of the Aeneid,artist,,,French,,1530,1535,1533,1530-1535,16th century,"European of the Renaissance period viewed ancient Rome not only as the origin of Italian civilization but also the geographic center of a lost golden age. This plaque belongs to a series of at least eighty Limoges enamels illustrating events from Virgil’s Aeneid. The Latin epic poem tells the story of the legendary hero Aeneas, who escaped the sack and burning of Troy by the Greeks and, after wandering for some time, settled in Italy, where his descendants founded Rome.
The scenes are not, however, the product of the enameler's imagination; rather, they are close copies of the woodcut illustrations for the edition of the Latin poet’s Opera printed by Johann Grüninger in Strasbourg in 1502. The same woodcuts were used again for the edition published in Lyon in 1517. The anonymous painter of the enamels may have used either the Strasbourg of the Lyon edition as his model, but the enamels are somewhat later than either edition. Because of changes made at an early point in the series in the technique employed for counter enameling the plaques (enameling the reverse side), it seems likely that most of them were painted after about 1530 or 1533.",Metropolitan Museum of Art,Metropolitan Museum of Art,United States,"painted enamel on copper, partly gilt",Public Domain,Metropolitan Museum of Art,,"Trojans, Etna (Mount), Enceladus",96B18 first stay of Aeneas in Sicily,,Book III,enameling,enamel,,"Trojans Land Near Mount Etna; Beneath Lies the Giant Enceladus (Aeneid, Book III)",,,,
